id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql,members
qitm:p01010,primary,en,N,B,speak,speak,vt.告诉，讲述,v.说，谈话,vt.看见，领会,v.吃，喝，进食,英[spi:k]美[spik] (spoke，spoken),"[{""k"":""A"", ""v"":""vt.告诉，讲述""},{""k"":""B"",""v"":""v.说，谈话""},{""k"":""C"",""v"":""vt.看见，领会""},{""k"":""D"",""v"":""v.吃，喝，进食""}]","(''qitm:p01010'',''primary'',''en'',''N'',''B'',''speak'',''speak'',''英[spi:k]美[spik] (spoke，spoken)'',''[{""k"":""A"", ""v"":""vt.告诉，讲述""},{""k"":""B"",""v"":""v.说，谈话""},{""k"":""C"",""v"":""vt.看见，领会""},{""k"":""D"",""v"":""v.吃，喝，进食""}]''),"
qitm:p01011,primary,en,N,A,hear,hear,v.听见，听说,v.阅读，朗读,vt.让,v.解答，回答n.答案,英[hiə(r)]美[hir] (heard，heard),"[{""k"":""A"", ""v"":""v.听见，听说""},{""k"":""B"",""v"":""v.阅读，朗读""},{""k"":""C"",""v"":""vt.让""},{""k"":""D"",""v"":""v.解答，回答n.答案""}]","(''qitm:p01011'',''primary'',''en'',''N'',''A'',''hear'',''hear'',''英[hiə(r)]美[hir] (heard，heard)'',''[{""k"":""A"", ""v"":""v.听见，听说""},{""k"":""B"",""v"":""v.阅读，朗读""},{""k"":""C"",""v"":""vt.让""},{""k"":""D"",""v"":""v.解答，回答n.答案""}]''),"
qitm:p01012,primary,en,N,D,play,play,vi.去，走，到达,vi.听,vi.等，等候,v.玩，播放n.玩耍,英[plei]美[plei] ,"[{""k"":""A"", ""v"":""vi.去，走，到达""},{""k"":""B"",""v"":""vi.听""},{""k"":""C"",""v"":""vi.等，等候""},{""k"":""D"",""v"":""v.玩，播放n.玩耍""}]","(''qitm:p01012'',''primary'',''en'',''N'',''D'',''play'',''play'',''英[plei]美[plei] '',''[{""k"":""A"", ""v"":""vi.去，走，到达""},{""k"":""B"",""v"":""vi.听""},{""k"":""C"",""v"":""vi.等，等候""},{""k"":""D"",""v"":""v.玩，播放n.玩耍""}]''),"
qitm:p01013,primary,en,N,A,ask,ask,v.问，请求,v.站立，经受,vt.有，吃,vi.生活，活着,英[a:sk]美[æsk] ,"[{""k"":""A"", ""v"":""v.问，请求""},{""k"":""B"",""v"":""v.站立，经受""},{""k"":""C"",""v"":""vt.有，吃""},{""k"":""D"",""v"":""vi.生活，活着""}]","(''qitm:p01013'',''primary'',''en'',''N'',''A'',''ask'',''ask'',''英[a:sk]美[æsk] '',''[{""k"":""A"", ""v"":""v.问，请求""},{""k"":""B"",""v"":""v.站立，经受""},{""k"":""C"",""v"":""vt.有，吃""},{""k"":""D"",""v"":""vi.生活，活着""}]''),"
qitm:p01014,primary,en,N,A,eat,eat,v.吃，喝，进食,vi.购物n.商店,v.请，使人高兴,vi.坐,英[i:t]美[i:t] (ate，eaten),"[{""k"":""A"", ""v"":""v.吃，喝，进食""},{""k"":""B"",""v"":""vi.购物n.商店""},{""k"":""C"",""v"":""v.请，使人高兴""},{""k"":""D"",""v"":""vi.坐""}]","(''qitm:p01014'',''primary'',''en'',''N'',''A'',''eat'',''eat'',''英[i:t]美[i:t] (ate，eaten)'',''[{""k"":""A"", ""v"":""v.吃，喝，进食""},{""k"":""B"",""v"":""vi.购物n.商店""},{""k"":""C"",""v"":""v.请，使人高兴""},{""k"":""D"",""v"":""vi.坐""}]''),"
qitm:p01015,primary,en,N,A,think,think,v.想，认为,vi.游泳,v.玩，播放n.玩耍,v.写，写作,英[θiŋk]美[θiŋk] (thought，thought),"[{""k"":""A"", ""v"":""v.想，认为""},{""k"":""B"",""v"":""vi.游泳""},{""k"":""C"",""v"":""v.玩，播放n.玩耍""},{""k"":""D"",""v"":""v.写，写作""}]","(''qitm:p01015'',''primary'',''en'',''N'',''A'',''think'',''think'',''英[θiŋk]美[θiŋk] (thought，thought)'',''[{""k"":""A"", ""v"":""v.想，认为""},{""k"":""B"",""v"":""vi.游泳""},{""k"":""C"",""v"":""v.玩，播放n.玩耍""},{""k"":""D"",""v"":""v.写，写作""}]''),"
qitm:p01016,primary,en,N,C,write,write,vt.成为，得到,v.&link感觉，摸,v.写，写作,v.想，认为,英[rait]美[rait] (wrote，written),"[{""k"":""A"", ""v"":""vt.成为，得到""},{""k"":""B"",""v"":""v.&link感觉，摸""},{""k"":""C"",""v"":""v.写，写作""},{""k"":""D"",""v"":""v.想，认为""}]","(''qitm:p01016'',''primary'',''en'',''N'',''C'',''write'',''write'',''英[rait]美[rait] (wrote，written)'',''[{""k"":""A"", ""v"":""vt.成为，得到""},{""k"":""B"",""v"":""v.&link感觉，摸""},{""k"":""C"",""v"":""v.写，写作""},{""k"":""D"",""v"":""v.想，认为""}]''),"
qitm:p01017,primary,en,N,A,sing,sing,v.唱，唱歌,vi.生活，活着,vt.让,vi.购物n.商店,英[siŋ]美[siŋ] (sang，sung),"[{""k"":""A"", ""v"":""v.唱，唱歌""},{""k"":""B"",""v"":""vi.生活，活着""},{""k"":""C"",""v"":""vt.让""},{""k"":""D"",""v"":""vi.购物n.商店""}]","(''qitm:p01017'',''primary'',''en'',''N'',''A'',''sing'',''sing'',''英[siŋ]美[siŋ] (sang，sung)'',''[{""k"":""A"", ""v"":""v.唱，唱歌""},{""k"":""B"",""v"":""vi.生活，活着""},{""k"":""C"",""v"":""vt.让""},{""k"":""D"",""v"":""vi.购物n.商店""}]''),"
qitm:p01018,primary,en,N,C,turn,turn,v.说，谈话,vi.听,v.旋转，转变n.轮流,vi.&n，睡觉,英[tə:n]美[tən] ,"[{""k"":""A"", ""v"":""v.说，谈话""},{""k"":""B"",""v"":""vi.听""},{""k"":""C"",""v"":""v.旋转，转变n.轮流""},{""k"":""D"",""v"":""vi.&n，睡觉""}]","(''qitm:p01018'',''primary'',''en'',''N'',''C'',''turn'',''turn'',''英[tə:n]美[tən] '',''[{""k"":""A"", ""v"":""v.说，谈话""},{""k"":""B"",""v"":""vi.听""},{""k"":""C"",""v"":""v.旋转，转变n.轮流""},{""k"":""D"",""v"":""vi.&n，睡觉""}]''),"
qitm:p01019,primary,en,N,D,study,study,vi.听,vt.遇见n.会面,v.&link感觉，摸,v.学习n.书房,英[stʌdi]美[stʌdi] ,"[{""k"":""A"", ""v"":""vi.听""},{""k"":""B"",""v"":""vt.遇见n.会面""},{""k"":""C"",""v"":""v.&link感觉，摸""},{""k"":""D"",""v"":""v.学习n.书房""}]","(''qitm:p01019'',''primary'',''en'',''N'',''D'',''study'',''study'',''英[stʌdi]美[stʌdi] '',''[{""k"":""A"", ""v"":""vi.听""},{""k"":""B"",""v"":""vt.遇见n.会面""},{""k"":""C"",""v"":""v.&link感觉，摸""},{""k"":""D"",""v"":""v.学习n.书房""}]''),"
qitm:p01020,primary,en,N,A,stand,stand,v.站立，经受,vi.奔跑,vt.找到，发现,v.旋转，转变n.轮流,英[stænd)美[stænd] (stood，stood),"[{""k"":""A"", ""v"":""v.站立，经受""},{""k"":""B"",""v"":""vi.奔跑""},{""k"":""C"",""v"":""vt.找到，发现""},{""k"":""D"",""v"":""v.旋转，转变n.轮流""}]","(''qitm:p01020'',''primary'',''en'',''N'',''A'',''stand'',''stand'',''英[stænd)美[stænd] (stood，stood)'',''[{""k"":""A"", ""v"":""v.站立，经受""},{""k"":""B"",""v"":""vi.奔跑""},{""k"":""C"",""v"":""vt.找到，发现""},{""k"":""D"",""v"":""v.旋转，转变n.轮流""}]''),"
qitm:p01021,primary,en,N,C,know,know,v.玩，播放n.玩耍,v.问，请求,v.知道，认识，懂得,v.穿，戴,英[nəu]美[nou] (knew，known),"[{""k"":""A"", ""v"":""v.玩，播放n.玩耍""},{""k"":""B"",""v"":""v.问，请求""},{""k"":""C"",""v"":""v.知道，认识，懂得""},{""k"":""D"",""v"":""v.穿，戴""}]","(''qitm:p01021'',''primary'',''en'',''N'',''C'',''know'',''know'',''英[nəu]美[nou] (knew，known)'',''[{""k"":""A"", ""v"":""v.玩，播放n.玩耍""},{""k"":""B"",""v"":""v.问，请求""},{""k"":""C"",""v"":""v.知道，认识，懂得""},{""k"":""D"",""v"":""v.穿，戴""}]''),"
qitm:p01022,primary,en,N,C,run,run,vt.成为，得到,vi.来，来到,vi.奔跑,v.绘画,英[rʌn]美[rʌn] (ran，run),"[{""k"":""A"", ""v"":""vt.成为，得到""},{""k"":""B"",""v"":""vi.来，来到""},{""k"":""C"",""v"":""vi.奔跑""},{""k"":""D"",""v"":""v.绘画""}]","(''qitm:p01022'',''primary'',''en'',''N'',''C'',''run'',''run'',''英[rʌn]美[rʌn] (ran，run)'',''[{""k"":""A"", ""v"":""vt.成为，得到""},{""k"":""B"",""v"":""vi.来，来到""},{""k"":""C"",""v"":""vi.奔跑""},{""k"":""D"",""v"":""v.绘画""}]''),"
qitm:p01023,primary,en,N,D,answer,answer,v.站立，经受,v.&aux.做,vi.奔跑,v.解答，回答n.答案,英[''ɑ:nsə(r)]美[''ænsə(r)] ,"[{""k"":""A"", ""v"":""v.站立，经受""},{""k"":""B"",""v"":""v.&aux.做""},{""k"":""C"",""v"":""vi.奔跑""},{""k"":""D"",""v"":""v.解答，回答n.答案""}]","(''qitm:p01023'',''primary'',''en'',''N'',''D'',''answer'',''answer'',''英[''ɑ:nsə(r)]美[''ænsə(r)] '',''[{""k"":""A"", ""v"":""v.站立，经受""},{""k"":""B"",""v"":""v.&aux.做""},{""k"":""C"",""v"":""vi.奔跑""},{""k"":""D"",""v"":""v.解答，回答n.答案""}]''),"
qitm:p01024,primary,en,N,A,wait,wait,vi.等，等候,v.请，使人高兴,v.买n.交易,v.知道，认识，懂得,英[weit]美[wet] ,"[{""k"":""A"", ""v"":""vi.等，等候""},{""k"":""B"",""v"":""v.请，使人高兴""},{""k"":""C"",""v"":""v.买n.交易""},{""k"":""D"",""v"":""v.知道，认识，懂得""}]","(''qitm:p01024'',''primary'',''en'',''N'',''A'',''wait'',''wait'',''英[weit]美[wet] '',''[{""k"":""A"", ""v"":""vi.等，等候""},{""k"":""B"",""v"":""v.请，使人高兴""},{""k"":""C"",""v"":""v.买n.交易""},{""k"":""D"",""v"":""v.知道，认识，懂得""}]''),"
qitm:p01025,primary,en,N,B,come,come,vt.拿走，乘坐,vi.来，来到,v.喝n.饮料,vt.&n.感谢,英[kʌm]美[kʌm] (came，come),"[{""k"":""A"", ""v"":""vt.拿走，乘坐""},{""k"":""B"",""v"":""vi.来，来到""},{""k"":""C"",""v"":""v.喝n.饮料""},{""k"":""D"",""v"":""vt.&n.感谢""}]","(''qitm:p01025'',''primary'',''en'',''N'',''B'',''come'',''come'',''英[kʌm]美[kʌm] (came，come)'',''[{""k"":""A"", ""v"":""vt.拿走，乘坐""},{""k"":""B"",""v"":""vi.来，来到""},{""k"":""C"",""v"":""v.喝n.饮料""},{""k"":""D"",""v"":""vt.&n.感谢""}]''),"
qitm:p01026,primary,en,N,C,shop,shop,vi.来，来到,v.站立，经受,vi.购物n.商店,vt.成为，得到,英[ʃɔp]美[ʃɔp] ,"[{""k"":""A"", ""v"":""vi.来，来到""},{""k"":""B"",""v"":""v.站立，经受""},{""k"":""C"",""v"":""vi.购物n.商店""},{""k"":""D"",""v"":""vt.成为，得到""}]","(''qitm:p01026'',''primary'',''en'',''N'',''C'',''shop'',''shop'',''英[ʃɔp]美[ʃɔp] '',''[{""k"":""A"", ""v"":""vi.来，来到""},{""k"":""B"",""v"":""v.站立，经受""},{""k"":""C"",""v"":""vi.购物n.商店""},{""k"":""D"",""v"":""vt.成为，得到""}]''),"
qitm:p01027,primary,en,N,A,go,go,vi.去，走，到达,vt.拿走，乘坐,vt.打扫a.干净的,v.知道，认识，懂得,英[gəu]美[gou] (went，gone),"[{""k"":""A"", ""v"":""vi.去，走，到达""},{""k"":""B"",""v"":""vt.拿走，乘坐""},{""k"":""C"",""v"":""vt.打扫a.干净的""},{""k"":""D"",""v"":""v.知道，认识，懂得""}]","(''qitm:p01027'',''primary'',''en'',''N'',''A'',''go'',''go'',''英[gəu]美[gou] (went，gone)'',''[{""k"":""A"", ""v"":""vi.去，走，到达""},{""k"":""B"",""v"":""vt.拿走，乘坐""},{""k"":""C"",""v"":""vt.打扫a.干净的""},{""k"":""D"",""v"":""v.知道，认识，懂得""}]''),"
qitm:p01028,primary,en,N,A,live,live,vi.生活，活着,vi.去，走，到达,v.解答，回答n.答案,v.试图，努力,英[liv]美[liv] ,"[{""k"":""A"", ""v"":""vi.生活，活着""},{""k"":""B"",""v"":""vi.去，走，到达""},{""k"":""C"",""v"":""v.解答，回答n.答案""},{""k"":""D"",""v"":""v.试图，努力""}]","(''qitm:p01028'',''primary'',''en'',''N'',''A'',''live'',''live'',''英[liv]美[liv] '',''[{""k"":""A"", ""v"":""vi.生活，活着""},{""k"":""B"",""v"":""vi.去，走，到达""},{""k"":""C"",""v"":""v.解答，回答n.答案""},{""k"":""D"",""v"":""v.试图，努力""}]''),"
qitm:p01029,primary,en,N,B,sleep,sleep,vi.游泳,vi.&n，睡觉,v.买n.交易,vt.制造，使得,英[sli:p]美[slip] (slept，slept),"[{""k"":""A"", ""v"":""vi.游泳""},{""k"":""B"",""v"":""vi.&n，睡觉""},{""k"":""C"",""v"":""v.买n.交易""},{""k"":""D"",""v"":""vt.制造，使得""}]","(''qitm:p01029'',''primary'',''en'',''N'',''B'',''sleep'',''sleep'',''英[sli:p]美[slip] (slept，slept)'',''[{""k"":""A"", ""v"":""vi.游泳""},{""k"":""B"",""v"":""vi.&n，睡觉""},{""k"":""C"",""v"":""v.买n.交易""},{""k"":""D"",""v"":""vt.制造，使得""}]''),"
qitm:p01030,primary,en,N,D,listen,listen,vt.打扫a.干净的,vt.找到，发现,v.旋转，转变n.轮流,vi.听,英[''lisn]美[''lisən] ,"[{""k"":""A"", ""v"":""vt.打扫a.干净的""},{""k"":""B"",""v"":""vt.找到，发现""},{""k"":""C"",""v"":""v.旋转，转变n.轮流""},{""k"":""D"",""v"":""vi.听""}]","(''qitm:p01030'',''primary'',''en'',''N'',''D'',''listen'',''listen'',''英[''lisn]美[''lisən] '',''[{""k"":""A"", ""v"":""vt.打扫a.干净的""},{""k"":""B"",""v"":""vt.找到，发现""},{""k"":""C"",""v"":""v.旋转，转变n.轮流""},{""k"":""D"",""v"":""vi.听""}]''),"
qitm:p01031,primary,en,N,A,swim,swim,vi.游泳,vt.让,v.听见，听说,vt.看见，领会,英[swim]美[swim] (swam，swum),"[{""k"":""A"", ""v"":""vi.游泳""},{""k"":""B"",""v"":""vt.让""},{""k"":""C"",""v"":""v.听见，听说""},{""k"":""D"",""v"":""vt.看见，领会""}]","(''qitm:p01031'',''primary'',''en'',''N'',''A'',''swim'',''swim'',''英[swim]美[swim] (swam，swum)'',''[{""k"":""A"", ""v"":""vi.游泳""},{""k"":""B"",""v"":""vt.让""},{""k"":""C"",""v"":""v.听见，听说""},{""k"":""D"",""v"":""vt.看见，领会""}]''),"
qitm:p01032,primary,en,N,B,sit,sit,vt.&n.感谢,vi.坐,vt.制造，使得,vi.去，走，到达,英[sit]美[sit] (sat，sat),"[{""k"":""A"", ""v"":""vt.&n.感谢""},{""k"":""B"",""v"":""vi.坐""},{""k"":""C"",""v"":""vt.制造，使得""},{""k"":""D"",""v"":""vi.去，走，到达""}]","(''qitm:p01032'',''primary'',''en'',''N'',''B'',''sit'',''sit'',''英[sit]美[sit] (sat，sat)'',''[{""k"":""A"", ""v"":""vt.&n.感谢""},{""k"":""B"",""v"":""vi.坐""},{""k"":""C"",""v"":""vt.制造，使得""},{""k"":""D"",""v"":""vi.去，走，到达""}]''),"
qitm:p01033,primary,en,N,D,get,get,v.吃，喝，进食,v.开始，着手,v.站立，经受,vt.成为，得到,英[get]美[get] (got，got),"[{""k"":""A"", ""v"":""v.吃，喝，进食""},{""k"":""B"",""v"":""v.开始，着手""},{""k"":""C"",""v"":""v.站立，经受""},{""k"":""D"",""v"":""vt.成为，得到""}]","(''qitm:p01033'',''primary'',''en'',''N'',''D'',''get'',''get'',''英[get]美[get] (got，got)'',''[{""k"":""A"", ""v"":""v.吃，喝，进食""},{""k"":""B"",""v"":""v.开始，着手""},{""k"":""C"",""v"":""v.站立，经受""},{""k"":""D"",""v"":""vt.成为，得到""}]''),"
qitm:p01034,primary,en,N,C,clean,clean,vi.听,v.说，谈话,vt.打扫a.干净的,vt.遇见n.会面,英[kli:n]美[klin] ,"[{""k"":""A"", ""v"":""vi.听""},{""k"":""B"",""v"":""v.说，谈话""},{""k"":""C"",""v"":""vt.打扫a.干净的""},{""k"":""D"",""v"":""vt.遇见n.会面""}]","(''qitm:p01034'',''primary'',''en'',''N'',''C'',''clean'',''clean'',''英[kli:n]美[klin] '',''[{""k"":""A"", ""v"":""vi.听""},{""k"":""B"",""v"":""v.说，谈话""},{""k"":""C"",""v"":""vt.打扫a.干净的""},{""k"":""D"",""v"":""vt.遇见n.会面""}]''),"
qitm:p01035,primary,en,N,D,feel,feel,vt.放，摆,v.拿来,v.吃，喝，进食,v.&link感觉，摸,英[fi:l]美[fil] (felt，felt),"[{""k"":""A"", ""v"":""vt.放，摆""},{""k"":""B"",""v"":""v.拿来""},{""k"":""C"",""v"":""v.吃，喝，进食""},{""k"":""D"",""v"":""v.&link感觉，摸""}]","(''qitm:p01035'',''primary'',''en'',''N'',''D'',''feel'',''feel'',''英[fi:l]美[fil] (felt，felt)'',''[{""k"":""A"", ""v"":""vt.放，摆""},{""k"":""B"",""v"":""v.拿来""},{""k"":""C"",""v"":""v.吃，喝，进食""},{""k"":""D"",""v"":""v.&link感觉，摸""}]''),"
qitm:p01036,primary,en,N,C,put,put,vt.有，吃,v.&aux.做,vt.放，摆,vi.奔跑,英[put]美[put] (put，put),"[{""k"":""A"", ""v"":""vt.有，吃""},{""k"":""B"",""v"":""v.&aux.做""},{""k"":""C"",""v"":""vt.放，摆""},{""k"":""D"",""v"":""vi.奔跑""}]","(''qitm:p01036'',''primary'',''en'',''N'',''C'',''put'',''put'',''英[put]美[put] (put，put)'',''[{""k"":""A"", ""v"":""vt.有，吃""},{""k"":""B"",""v"":""v.&aux.做""},{""k"":""C"",""v"":""vt.放，摆""},{""k"":""D"",""v"":""vi.奔跑""}]''),"
qitm:p01037,primary,en,N,A,thank,thank,vt.&n.感谢,v.穿，戴,vi.购物n.商店,v.问，请求,英[θæiŋk]美[θæiŋk] ,"[{""k"":""A"", ""v"":""vt.&n.感谢""},{""k"":""B"",""v"":""v.穿，戴""},{""k"":""C"",""v"":""vi.购物n.商店""},{""k"":""D"",""v"":""v.问，请求""}]","(''qitm:p01037'',''primary'',''en'',''N'',''A'',''thank'',''thank'',''英[θæiŋk]美[θæiŋk] '',''[{""k"":""A"", ""v"":""vt.&n.感谢""},{""k"":""B"",""v"":""v.穿，戴""},{""k"":""C"",""v"":""vi.购物n.商店""},{""k"":""D"",""v"":""v.问，请求""}]''),"
qitm:p01038,primary,en,N,D,tell,tell,v.学习n.书房,vi.去，走，到达,v.&aux.做,vt.告诉，讲述,英[tel]美[tel] (told，told),"[{""k"":""A"", ""v"":""v.学习n.书房""},{""k"":""B"",""v"":""vi.去，走，到达""},{""k"":""C"",""v"":""v.&aux.做""},{""k"":""D"",""v"":""vt.告诉，讲述""}]","(''qitm:p01038'',''primary'',''en'',''N'',''D'',''tell'',''tell'',''英[tel]美[tel] (told，told)'',''[{""k"":""A"", ""v"":""v.学习n.书房""},{""k"":""B"",""v"":""vi.去，走，到达""},{""k"":""C"",""v"":""v.&aux.做""},{""k"":""D"",""v"":""vt.告诉，讲述""}]''),"
qitm:p01039,primary,en,N,C,give,give,v.问，请求,vt.想，需要,vt.给，付出,vi.来，来到,英[giv]美[giv] (gave，given),"[{""k"":""A"", ""v"":""v.问，请求""},{""k"":""B"",""v"":""vt.想，需要""},{""k"":""C"",""v"":""vt.给，付出""},{""k"":""D"",""v"":""vi.来，来到""}]","(''qitm:p01039'',''primary'',''en'',''N'',''C'',''give'',''give'',''英[giv]美[giv] (gave，given)'',''[{""k"":""A"", ""v"":""v.问，请求""},{""k"":""B"",""v"":""vt.想，需要""},{""k"":""C"",""v"":""vt.给，付出""},{""k"":""D"",""v"":""vi.来，来到""}]''),"
qitm:p01040,primary,en,N,D,watch,watch,v.开始，着手,vi.游泳,v.请，使人高兴,vt.观看，注意,英[wɔtʃ]美[wɔtʃ] ,"[{""k"":""A"", ""v"":""v.开始，着手""},{""k"":""B"",""v"":""vi.游泳""},{""k"":""C"",""v"":""v.请，使人高兴""},{""k"":""D"",""v"":""vt.观看，注意""}]","(''qitm:p01040'',''primary'',''en'',''N'',''D'',''watch'',''watch'',''英[wɔtʃ]美[wɔtʃ] '',''[{""k"":""A"", ""v"":""v.开始，着手""},{""k"":""B"",""v"":""vi.游泳""},{""k"":""C"",""v"":""v.请，使人高兴""},{""k"":""D"",""v"":""vt.观看，注意""}]''),"
