id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql
"qitm:j12062","junior","N","C","safety","n.安全；保险；保安","ice","instrument","safety","notebook","英['seifti] "
"qitm:j12063","junior","N","A","Olympics","n.奥利匹克运动会，奥运会","Olympics","biscuit","hill","Internet","英[әu'limpiks] "
"qitm:j12064","junior","N","C","Australia","n.澳洲；澳大利亚","menu","biscuit","Australia","strawberry","英[ɒ'streiljә] "
"qitm:j12065","junior","N","C","board","n.公告栏；平板；","standard","biscuit","board","least","英[bɒ:d] "
"qitm:j12066","junior","N","D","office","董事会n.办公室","pound","baseball","background","office","英['ɒfis] "
"qitm:j12067","junior","N","D","baseball","n.棒球","surface","note","Internet","baseball","英['beisbɒ:l] "
"qitm:j12068","junior","N","A","pound","n.磅；英镑","pound","patient","Britain","station","英[paund] "
"qitm:j12069","junior","N","B","newspaper","n.报纸；报社","background","newspaper","fork","form","英['nju:z.peipә] "
"qitm:j12070","junior","N","B","background","n.背景；底色","hobby","background","strawberry","board","英['bækgraund] "
"qitm:j12071","junior","N","A","player","n.运动员；演奏者；玩家","player","least","strawberry","office","英['pleiә] "
"qitm:j12072","junior","N","D","note","D.笔记；便条V.注意","member","difference","Australia","note","英[nәut] "
"qitm:j12073","junior","N","A","notebook","n.笔记本","notebook","Olympics","glass","instrument","英['nәutbuk] "
"qitm:j12074","junior","N","B","form","n.表格；形式","once","form","cookie","X-ray","英[fɒ:m] "
"qitm:j12075","junior","N","B","surface","n.表面；地面，水面；外表","joke","surface","tour","museum","英['sә:fis] "
"qitm:j12076","junior","N","D","ice","n.冰v.冰冻","player","silence","board","ice","英[ais] "
"qitm:j12077","junior","N","C","biscuit","n.饼干；软饼","cup","T-shirt","biscuit","member","英['biskit] "
"qitm:j12078","junior","N","A","pancake","n.薄煎饼；烙饼","pancake","standard","board","member","英['pænkeik] "
"qitm:j12079","junior","N","C","cookie","n.小甜饼；曲奇饼","tour","journey","cookie","hobby","英['kuki] "
"qitm:j12080","junior","N","C","patient","n.病人a.耐心的","biscuit","hill","patient","strawberry","英['peiʃәnt] "
"qitm:j12081","junior","N","A","glass","n.玻璃；眼镜","glass","fork","ice","cup","英[glɑ:s] "
"qitm:j12082","junior","N","D","museum","n.博物馆；博物院","biscuit","cookie","fork","museum","英[mju:'ziәm] "
"qitm:j12083","junior","N","B","Britain","n.不列颠，英国","once","Britain","board","note","英['britәn] "
"qitm:j12084","junior","N","A","part","n.部分a.部分的v.分离","part","ice","instruction","pancake","英[pɑ:t] "
"qitm:j12085","junior","N","A","wealth","n.财富；富有；财产","wealth","T-shirt","silk","newspaper","英[welθ] "
"qitm:j12086","junior","N","B","menu","n.菜单；（电脑上的）选项单","player","menu","pilot","strawberry","英['menju:] "
"qitm:j12087","junior","N","A","tour","n.旅行；观光；巡演","tour","newspaper","patient","museum","英[tuә] "
"qitm:j12088","junior","N","D","silk","n.蚕丝；丝织品","cup","hobby","patient","silk","英[silk] "
"qitm:j12089","junior","N","B","strawberry","n.草莓","instrument","strawberry","fork","player","英['strɒ:bәri] "
"qitm:j12090","junior","N","D","fork","n.叉子","silk","least","member","fork","英[fɒ:k] "
"qitm:j12091","junior","N","B","cup","n.杯子；奖杯","wealth","cup","member","Britain","英[kʌp] "
"qitm:j12092","junior","N","C","difference","n.差别；差数","silence","strawberry","difference","tour","英['difәrәns] "
"qitm:j12093","junior","N","B","product","n.产品；产物","X-ray","product","part","note","英['prɒdʌkt] "
"qitm:j12094","junior","N","D","station","n.车站；驻地；电台","glass","hobby","newspaper","station","英['steiʃәn] "
"qitm:j12095","junior","N","C","success","n.成功，胜利","difference","member","success","player","英[sәk'ses] "
"qitm:j12096","junior","N","D","member","n.成员；会员","safety","X-ray","surface","member","英['membә] "
"qitm:j12097","junior","N","A","pilot","n.飞行员；领航员","pilot","museum","form","Britain","英['pailәt] "
