id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzp05022","primary","N","C","computer","英[knmpju:匕(r)]美[ksm'pjut》] ","n.袋，包","n.耳朵；听力","n.电脑，电子计算机","n.公园v.停车","","","",""
"meqzp05023","primary","N","D","email","英[]美[imeil] ","n.地图","n.飞行；苍蝇","n.飞机","n.电子邮件v.发电子邮件","","","",""
"meqzp05024","primary","N","B","winter","英[winto(r)]美[winl»] ","n.厨房","n.冬天","n.短裤","n.床","","","",""
"meqzp05025","primary","N","A","animal","英[asniml]美[ænomol] ","n.动物a.动物的","n.光；灯v.点火a.明亮的","n.出租汽车","n.冬天","","","",""
"meqzp05026","primary","N","C","zoo","英[zu:]美[zu] ","n.电脑，电子计算机","n.孩子；儿童","n.动物园","n.厨房","","","",""
"meqzp05027","primary","N","C","shorts","英由闾美Lfbrts] ","n.超级市场，超市","n.地面；楼层","n.短裤","n.飞行；苍蝇","","","",""
"meqzp05028","primary","N","C","socks","英[saks]美[soks] ","n.地面；楼层","n.草；草地","n.短袜","n.钢笔，笔","","","",""
"meqzp05029","primary","N","C","car","英[网川]美[时] ","n.黑5","n.冬天","n.耳朵；听力","n.春天：泉水","","","",""
"meqzp05030","primary","N","A","room","英[ru:m]美[rum] ","n.房间；空间","n.飞机","n.厨房","n.出租汽车","","","",""
"meqzp05031","primary","N","B","house","英[haos]美[haos] ","n.分钟；一会儿","n.房子：住宅","n.耳朵；听力","n.夫人","","","",""
"meqzp05032","primary","N","A","fly","英[flai]美[flai] ","n.飞行；苍蝇","n.动物a.动物的","n.妇女；女人","n.短裤","","","",""
"meqzp05033","primary","N","D","plane","英[plem]美[plen] ","n.窗户","n.稻米；米饭","n.黑5","n.飞机","","","",""
"meqzp05034","primary","N","B","minute","英[minit]美[mmit] ","n.蛋；卵","n.分钟；一会儿","n.袋，包","n.地面；楼层","","","",""
"meqzp05035","primary","N","B","kite","英[kail]美[kail] ","n.飞机","n.风筝","n.地图","n.袋，包","","","",""
"meqzp05036","primary","N","C","Mrs.","英[misiz]美[misiz] (mistrcss)","n.公园v.停车","n.地面；楼层","n.夫人","n.蛋糕；饼","","","",""
"meqzp05037","primary","N","D","parent","英[peorant]美[peront] ","n.父亲","n.耳朵；听力","n.袋，包","n.父母，双亲","","","",""
"meqzp05038","primary","N","A","father","英[fij：6o(r)]美[] ","n.父亲","n.分钟；一会儿","n.房子：住宅","n.妇女；女人","","","",""
"meqzp05039","primary","N","A","woman","英[womon]美[woman] (复women)","n.妇女；女人","n.公共汽车，大巴车","n.词，单词；话","n.光；灯v.点火a.明亮的","","","",""
"meqzp05040","primary","N","B","pen","英[pen]美[pen] ","n.飞机","n.钢笔，笔","n.盒子v.拳击","n.飞行；苍蝇","","","",""
"meqzp05041","primary","N","C","song","英[SD9]美[S吨] ","n.电影","n.故事，小说","n.歌唱；歌曲","n.超级市场，超市","","","",""
"meqzp05042","primary","N","D","worker","英[W3：ko(r)] ","n.房子：住宅","n.城市","n.窗户","n.工人；工作者","","","",""
"meqzp05043","primary","N","B","bus","美[W3[ko(r)]英[bAS]美[bAS] ","n.厕所","n.公共汽车，大巴车","n.飞行；苍蝇","n.电影","","","",""
"meqzp05044","primary","N","B","park","英[pa:k]美[pork] ","n.动物a.动物的","n.公园v.停车","n.夫人","n.光；灯v.点火a.明亮的","","","",""
"meqzp05045","primary","N","D","dog","英[dDg]美[dog] ","n.黑5","n.草；草地","n.工人；工作者","n.狗","","","",""
"meqzp05046","primary","N","A","story","英[stxri]美[stori] ","n.故事，小说","n.狗","n.厕所","n.城市","","","",""
"meqzp05047","primary","N","C","light","英[lait]美 ","n.稻米；米饭","n.蛋糕；饼","n.光；灯v.点火a.明亮的","n.短裤","","","",""
"meqzp05048","primary","N","B","child","英[tjaild]美曲ild] (复children)","n.地图","n.孩子；儿童","n.钢笔，笔","n.电脑，电子计算机","","","",""
"meqzp05049","primary","N","D","box","英[bDks]美[baks] ","n.孩子；儿童","n.地方v.放置","n.电影","n.盒子v.拳击","","","",""
"meqzp05050","primary","N","D","blackboard","英[bkekbrd]美[bkekbord] ","n.公园v.停车","n.电脑，电子计算机","n.钢笔，笔","n.黑5","","","",""
"meqzp05051","primary","N","B","n.操场","英[pleigraond]^［ple.graond] ","tea","playground","car","floor","","","",""
"meqzp05052","primary","N","B","n.草；草地","英[gias]美[græs] ","room","grass","socks","cinema","","","",""
"meqzp05053","primary","N","C","n.厕所","英[toibt]美[toibt] ","egg","bed","toilet","place","","","",""
"meqzp05054","primary","N","C","n.茶，茶叶","英[注]美[网] ","room","zoo","tea","blackboard","","","",""
"meqzp05055","primary","N","A","n.超级市场，超市","英[su:poma:kit]美[Hf'suponnarkot] ","supermarket","cake","map","room","","","",""
"meqzp05056","primary","N","C","n.城市","英[siti]美[、ti] ","word","toilet","city","fly","","","",""
"meqzp05057","primary","N","D","n.出租汽车","英[taksi]美[t2eksi] ","word","egg","animal","taxi","","","",""
"meqzp05058","primary","N","B","n.厨房","英[kijin]美[] ","playground","kitchen","bed","computer","","","",""
"meqzp05059","primary","N","A","n.船v.用船装运","英[Lf】p]美[M] ","ship","spring","cinema","kitchen","","","",""
"meqzp05060","primary","N","B","n.窗户","英[wind。]可美[windoo] ","father","window","child","playground","","","",""
"meqzp05061","primary","N","C","n.床","英[bed]美[版d] ","blackboard","film","bed","story","","","",""
"meqzp05062","primary","N","A","n.春天：泉水","英[spriij]美[spnq] ","spring","cinema","car","map","","","",""
"meqzp05063","primary","N","D","n.词，单词；话","英[w3：d]美[w3『d] ","bus","cinema","city","word","","","",""
"meqzp05064","primary","N","A","n.袋，包","英[beg]美[bag] ","bag","film","floor","minute","","","",""
"meqzp05065","primary","N","D","n.蛋；卵","英[eg]美[囿] ","worker","dog","park","egg","","","",""
"meqzp05066","primary","N","C","n.蛋糕；饼","英[keik]美[keik] ","child","woman","cake","floor","","","",""
"meqzp05067","primary","N","A","n.稻米；米饭","英[rais]美[rais] ","rice","zoo","egg","park","","","",""
"meqzp05068","primary","N","B","n.地方v.放置","英[pleis]美[pies] ","map","place","minute","story","","","",""
"meqzp05069","primary","N","D","n.地面；楼层","英[fb(r)]美[fhr] ","father","box","room","floor","","","",""
"meqzp05070","primary","N","D","n.地图","英[mæp]美[map] ","plane","computer","supermarket","map","","","",""
"meqzp05071","primary","N","D","n.电影","英[film]美[film] ","word","fly","plane","film","","","",""
"meqzp05072","primary","N","A","n.电影院；电影","英[sinnm]美[sinoma] ","cinema","toilet","animal","grass","","","",""
"meqzp05073","primary","N","A","n.电脑，电子计算机","英[knmpju:匕(r)]美[ksm'pjut》] ","computer","animal","blackboard","socks","","","",""
"meqzp05074","primary","N","A","n.电子邮件v.发电子邮件","英[]美[imeil] ","email","woman","pen","child","","","",""
"meqzp05075","primary","N","C","n.冬天","英[winto(r)]美[winl»] ","film","window","winter","bed","","","",""
"meqzp05076","primary","N","D","n.动物a.动物的","英[asniml]美[ænomol] ","song","floor","tea","animal","","","",""
"meqzp05077","primary","N","B","n.动物园","英[zu:]美[zu] ","bag","zoo","animal","rice","","","",""
"meqzp05078","primary","N","A","n.短裤","英由闾美Lfbrts] ","shorts","story","window","song","","","",""
"meqzp05079","primary","N","D","n.短袜","英[saks]美[soks] ","room","word","tea","socks","","","",""
"meqzp05080","primary","N","B","n.耳朵；听力","英[网川]美[时] ","cinema","car","floor","city","","","",""
"meqzp05081","primary","N","A","n.房间；空间","英[ru:m]美[rum] ","room","email","box","park","","","",""
"meqzp05082","primary","N","B","n.房子：住宅","英[haos]美[haos] ","parent","house","zoo","bed","","","",""
"meqzp05083","primary","N","D","n.飞行；苍蝇","英[flai]美[flai] ","window","word","bag","fly","","","",""
"meqzp05084","primary","N","C","n.飞机","英[plem]美[plen] ","woman","egg","plane","child","","","",""
"meqzp05085","primary","N","D","n.分钟；一会儿","英[minit]美[mmit] ","child","taxi","place","minute","","","",""
"meqzp05086","primary","N","C","n.风筝","英[kail]美[kail] ","computer","supermarket","kite","taxi","","","",""
"meqzp05087","primary","N","C","n.夫人","英[misiz]美[misiz] (mistrcss)","light","shorts","Mrs.","child","","","",""
"meqzp05088","primary","N","D","n.父母，双亲","英[peorant]美[peront] ","pen","map","playground","parent","","","",""
"meqzp05089","primary","N","D","n.父亲","英[fij：6o(r)]美[] ","child","dog","window","father","","","",""
"meqzp05090","primary","N","A","n.妇女；女人","英[womon]美[woman] (复women)","woman","minute","spring","email","","","",""
"meqzp05091","primary","N","B","n.钢笔，笔","英[pen]美[pen] ","father","pen","light","ship","","","",""
"meqzp05092","primary","N","B","n.歌唱；歌曲","英[SD9]美[S吨] ","cinema","song","woman","blackboard","","","",""
"meqzp05093","primary","N","B","n.工人；工作者","英[W3：ko(r)] ","taxi","worker","email","cinema","","","",""
"meqzp05094","primary","N","C","n.公共汽车，大巴车","美[W3[ko(r)]英[bAS]美[bAS] ","plane","blackboard","bus","socks","","","",""
"meqzp05095","primary","N","B","n.公园v.停车","英[pa:k]美[pork] ","room","park","film","floor","","","",""
"meqzp05096","primary","N","B","n.狗","英[dDg]美[dog] ","tea","dog","kitchen","city","","","",""
"meqzp05097","primary","N","D","n.故事，小说","英[stxri]美[stori] ","email","rice","dog","story","","","",""
"meqzp05098","primary","N","D","n.光；灯v.点火a.明亮的","英[lait]美 ","story","Mrs.","floor","light","","","",""
"meqzp05099","primary","N","B","n.孩子；儿童","英[tjaild]美曲ild] (复children)","toilet","child","map","grass","","","",""
"meqzp05100","primary","N","C","n.盒子v.拳击","英[bDks]美[baks] ","blackboard","bed","box","email","","","",""
"meqzp05101","primary","N","A","n.黑5","英[bkekbrd]美[bkekbord] ","blackboard","rice","cinema","woman","","","",""
