id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzj04014","junior","N","D","enjoy","英[in”。]美[，n'dgi] ","v.生产；制造","v.偷;窃取","v.允许；认可","v.欣赏：喜欢","","","",""
"meqzj04015","junior","N","B","fix","英[侨ks]美[6ks] ","n.价钱;v.花费","v.修理；安装","v.偷;窃取","收集；收藏","","","",""
"meqzj04016","junior","N","C","require","英[ri'kwai0(r)]美[n'kwair] ","v.继续，延续","n.&v.微笑；笑容","v.需求；要求","v.印刷；出版","","","",""
"meqzj04017","junior","N","A","choose","英[tfu:z]美[tfuz] (chose，chosen)","v.选择；挑选","v.增加；做加法","n.&v.敲；打",".服务；任职","","","",""
"meqzj04018","junior","N","B","learn","英[匕:川]美[bm] (learnt，learnt)","n.零钱v.改变","v.学习；认识到","v.需求；要求","v.推测；猜测","","","",""
"meqzj04019","junior","N","B","question","英[kwestfbn]美[kwestlbn] ","v.得分n.分数","v.询问n.问题","n.&v.微笑；笑容","v.选择；挑选","","","",""
"meqzj04020","junior","N","D","continue","英[knn'tmju:]美[knn'tinju] ","v.讨论；论述","v.得分n.分数","n.&v.报道；报告","v.继续，延续","","","",""
"meqzj04021","junior","N","D","print","英[pnnt]美[print] ","v.需求；要求",".服务；任职","v.相信；信任","v.印刷；出版","","","",""
"meqzj04022","junior","N","C","expect","英[ik'spekt]美[ikspekt] ",".系；扎n.领带","v.增加；做加法","预料；期待，希望","v.询问n.问题","","","",""
"meqzj04023","junior","N","A","allow","英[lau]美[o'lau] ","v.允许；认可","重复；重做","n.形状v，使成型","v.欣赏：喜欢","","","",""
"meqzj04024","junior","N","B","add","英[任d]美[任d] ","n.通告；注意v.注意到","v.增加；做加法","n.&v.笑；嘲笑","n.&v.希望：期望","","","",""
"meqzj04025","junior","N","A","serve","英[s3：v]美[s3rv] ",".服务；任职","v.继续，延续","v.提起；举起；升高","v.相信；信任","","","",""
"meqzj04026","junior","N","B","carry","英[依可]美[k&ri] ",".系；扎n.领带","v.扛；运送；输送","v.劝告，提建议","v.偷;窃取","","","",""
"meqzj04027","junior","N","D","repeat","英[门'pi:t]美[门'Vp.it] ","n.&v・停留；保持","v.询问n.问题",".系；扎n.领带","重复；重做","","","",""
"meqzj04028","junior","N","C","prepare","英[pn'ps(r)]美[pn'per] ","v.选择；挑选","n.&v，获胜；","v.准备；筹备","n.&v.影响;感化","","","",""
"meqzj04029","junior","N","B","report","英[rfpbt]美[n'port] ","v.使惊奇n.吃惊","n.&v.报道；报告","n.零钱v.改变","v.生产；制造","","","",""
"meqzj04030","junior","N","A","score","英[sko:(r)]美[skor，skor] ","v.得分n.分数","v.增加；做加法","v.想象，设想",".系；扎n.领带","","","",""
"meqzj04031","junior","N","D","shout","英[faut]美[faut] ","预料；期待，希望","n.&v.计划;打算","v.生产；制造","n.&v.喊叫；大声说","","","",""
"meqzj04032","junior","N","A","plan","英[pl&n]美[p屈n] ","n.&v.计划;打算",".服务；任职","n.零钱v.改变","v.继续，延续","","","",""
"meqzj04033","junior","N","D","knock","英[nDk]美[nak] ","n.&v.计划;打算","v.讨论；论述","n.&v.报道；报告","n.&v.敲；打","","","",""
"meqzj04034","junior","N","C","cost","英[kDSt]美[kost] (cost，cost)","收集；收藏","n.&v，获胜；","n.价钱;v.花费","n.形状v，使成型","","","",""
"meqzj04035","junior","N","B","mind","英[mamd]美[maind] ","收集；收藏","n.&v.思想；介意","重复；重做","n.&v.敲；打","","","",""
"meqzj04036","junior","N","C","win","英[win]美[win] (won，won)","n.十字架v.交叉","v.扛；运送；输送","n.&v，获胜；","v.推测；猜测","","","",""
"meqzj04037","junior","N","A","search","英[S3叨]美[S3可] ","n.&v.搜索，搜寻","v.拿住;保存；同意","n.块；街区v.阻塞","n.十字架v.交叉","","","",""
"meqzj04038","junior","N","A","push","英[pM]美[中叨 ","n.&v.推；按","n.&v.希望：期望","v.&n.怀疑","n.形状v，使成型","","","",""
"meqzj04039","junior","N","D","smile","英[small]美[small] ","v.修理；安装","n.块；街区v.阻塞","v.增加；做加法","n.&v.微笑；笑容","","","",""
"meqzj04040","junior","N","D","hope","英[houp]美[hoop] ","n.形状v，使成型","v.欣赏：喜欢","v.扛；运送；输送","n.&v.希望：期望","","","",""
"meqzj04041","junior","N","D","shape","英[小甲]美[Lfep] ","v.使苦恼n.烦恼;困难","n.&v.承诺；许诺","n.&v.搜索，搜寻","n.形状v，使成型","","","",""
"meqzj04042","junior","N","B","block","英[bh)k]美[blak] ","n.&v.推；按","n.块；街区v.阻塞","v.允许；认可","n.十字架v.交叉","","","",""
"meqzj04043","junior","N","B","notice","英[noutis]美['nootis] ","n.&v.笑；嘲笑","n.通告；注意v.注意到",".服务；任职","n.&v.希望：期望","","","",""
"meqzj04044","junior","N","D","laugh","英[]美[屈f] ","n.&v.思想；介意","v.提起；举起；升高","v.生产；制造","n.&v.笑；嘲笑","","","",""
"meqzj04045","junior","N","A","doubt","英[daot]美[daut] ","v.&n.怀疑","n.&v，获胜；","n.块；街区v.阻塞","v.偷;窃取","","","",""
"meqzj04046","junior","N","C","influence","英[influnns]美[influons] ",".系；扎n.领带","n.&v.报道；报告","n.&v.影响;感化","v.修理；安装","","","",""
"meqzj04047","junior","N","A","promise","英[promis]美[pramis] ","n.&v.承诺；许诺","v.拿住;保存；同意","v.印刷；出版","收集；收藏","","","",""
"meqzj04048","junior","N","C","stay","英[stei]美[ste] ","v.拿住;保存；同意","n.&v.搜索，搜寻","n.&v・停留；保持","n.块；街区v.阻塞","","","",""
"meqzj04049","junior","N","A","change","英[Rmd]]美[tfendj] ","n.零钱v.改变","n.块；街区v.阻塞","n.通告；注意v.注意到","收集；收藏","","","",""
"meqzj04050","junior","N","C","cross","英[kros]美[kros] ","n.价钱;v.花费","v.需求；要求","n.十字架v.交叉","v.询问n.问题","","","",""
"meqzj04051","junior","N","A","v.生产；制造","英[pn'dju:s]美[pro'dus] ","produce","question","expect","stay","","","",""
"meqzj04052","junior","N","C","v.使惊奇n.吃惊","英[so'praiz]美[sor'praiz] ","produce","cost","surprise","trust","","","",""
"meqzj04053","junior","N","D","v.使苦恼n.烦恼;困难","英[tTAbl]美[trAbol] ","require","produce","collect","trouble","","","",""
"meqzj04054","junior","N","B","v.提起；举起；升高","英[reiz]美[rez] ","smile","raise","promise","report","","","",""
"meqzj04055","junior","N","A","收集；收藏","英[kWekt]美[kokkt] ","collect","steal","learn","stay","","","",""
"meqzj04056","junior","N","C","v.讨论；论述","英[di'skAs]美[di'skAs] ","guess","notice","discuss","collect","","","",""
"meqzj04057","junior","N","C","提供，供给","英[pro'vaid]美[prn'vaid] ","stay","mind","provide","enjoy","","","",""
"meqzj04058","junior","N","D","v.劝告，提建议","英[od'vaiz]美[sed'vaiz] ","imagine","carry","shout","advise","","","",""
"meqzj04059","junior","N","D","v.偷;窃取","英[]美[stil] (stole，stolen)","smile","serve","plan","steal","","","",""
"meqzj04060","junior","N","B","v.推测；猜测","英[ges]美[g] ","push","guess","notice","choose","","","",""
"meqzj04061","junior","N","D","v.拿住;保存；同意","英[hould]美[hould] (held，hcld)","raise","allow","provide","hold","","","",""
"meqzj04062","junior","N","C",".系；扎n.领带","英[tai]美[tai] ","expect","enjoy","tie","change","","","",""
"meqzj04063","junior","N","C","v.相信；信任","英[tTASt]美[tTASt] ","choose","cross","trust","require","","","",""
"meqzj04064","junior","N","A","v.想象，设想","英[imaedsm]美[imaed3in] ","imagine","allow","cross","choose","","","",""
"meqzj04065","junior","N","C","v.欣赏：喜欢","英[in”。]美[，n'dgi] ","hold","prepare","enjoy","hope","","","",""
"meqzj04066","junior","N","A","v.修理；安装","英[侨ks]美[6ks] ","fix","smile","provide","repeat","","","",""
"meqzj04067","junior","N","C","v.需求；要求","英[ri'kwai0(r)]美[n'kwair] ","allow","score","require","add","","","",""
"meqzj04068","junior","N","A","v.选择；挑选","英[tfu:z]美[tfuz] (chose，chosen)","choose","plan","score","surprise","","","",""
"meqzj04069","junior","N","D","v.学习；认识到","英[匕:川]美[bm] (learnt，learnt)","fix","block","score","learn","","","",""
"meqzj04070","junior","N","A","v.询问n.问题","英[kwestfbn]美[kwestlbn] ","question","mind","win","tie","","","",""
"meqzj04071","junior","N","D","v.继续，延续","英[knn'tmju:]美[knn'tinju] ","add","steal","block","continue","","","",""
"meqzj04072","junior","N","D","v.印刷；出版","英[pnnt]美[print] ","trust","expect","hold","print","","","",""
"meqzj04073","junior","N","A","预料；期待，希望","英[ik'spekt]美[ikspekt] ","expect","require","shout","score","","","",""
"meqzj04074","junior","N","C","v.允许；认可","英[lau]美[o'lau] ","trouble","shout","allow","notice","","","",""
"meqzj04075","junior","N","B","v.增加；做加法","英[任d]美[任d] ","stay","add","report","repeat","","","",""
"meqzj04076","junior","N","B",".服务；任职","英[s3：v]美[s3rv] ","collect","serve","provide","smile","","","",""
"meqzj04077","junior","N","C","v.扛；运送；输送","英[依可]美[k&ri] ","score","smile","carry","add","","","",""
"meqzj04078","junior","N","C","重复；重做","英[门'pi:t]美[门'Vp.it] ","imagine","carry","repeat","enjoy","","","",""
"meqzj04079","junior","N","C","v.准备；筹备","英[pn'ps(r)]美[pn'per] ","carry","serve","prepare","tie","","","",""
"meqzj04080","junior","N","D","n.&v.报道；报告","英[rfpbt]美[n'port] ","push","trouble","add","report","","","",""
"meqzj04081","junior","N","D","v.得分n.分数","英[sko:(r)]美[skor，skor] ","block","change","smile","score","","","",""
"meqzj04082","junior","N","B","n.&v.喊叫；大声说","英[faut]美[faut] ","trust","shout","report","influence","","","",""
"meqzj04083","junior","N","D","n.&v.计划;打算","英[pl&n]美[p屈n] ","search","hope","choose","plan","","","",""
"meqzj04084","junior","N","A","n.&v.敲；打","英[nDk]美[nak] ","knock","produce","allow","report","","","",""
"meqzj04085","junior","N","B","n.价钱;v.花费","英[kDSt]美[kost] (cost，cost)","continue","cost","influence","promise","","","",""
"meqzj04086","junior","N","A","n.&v.思想；介意","英[mamd]美[maind] ","mind","add","repeat","influence","","","",""
"meqzj04087","junior","N","D","n.&v，获胜；","英[win]美[win] (won，won)","surprise","tie","learn","win","","","",""
"meqzj04088","junior","N","B","n.&v.搜索，搜寻","英[S3叨]美[S3可] ","advise","search","mind","hope","","","",""
"meqzj04089","junior","N","D","n.&v.推；按","英[pM]美[中叨 ","trouble","serve","surprise","push","","","",""
"meqzj04090","junior","N","A","n.&v.微笑；笑容","英[small]美[small] ","smile","doubt","report","knock","","","",""
"meqzj04091","junior","N","C","n.&v.希望：期望","英[houp]美[hoop] ","enjoy","discuss","hope","influence","","","",""
"meqzj04092","junior","N","D","n.形状v，使成型","英[小甲]美[Lfep] ","collect","raise","hold","shape","","","",""
"meqzj04093","junior","N","A","n.块；街区v.阻塞","英[bh)k]美[blak] ","block","laugh","choose","prepare","","","",""
"meqzj04094","junior","N","B","n.通告；注意v.注意到","英[noutis]美['nootis] ","fix","notice","question","continue","","","",""
"meqzj04095","junior","N","D","n.&v.笑；嘲笑","英[]美[屈f] ","guess","add","produce","laugh","","","",""
"meqzj04096","junior","N","B","v.&n.怀疑","英[daot]美[daut] ","push","doubt","carry","surprise","","","",""
"meqzj04097","junior","N","C","n.&v.影响;感化","英[influnns]美[influons] ","doubt","hold","influence","expect","","","",""
"meqzj04098","junior","N","C","n.&v.承诺；许诺","英[promis]美[pramis] ","push","report","promise","prepare","","","",""
"meqzj04099","junior","N","C","n.&v・停留；保持","英[stei]美[ste] ","discuss","surprise","stay","trust","","","",""
"meqzj04100","junior","N","B","n.零钱v.改变","英[Rmd]]美[tfendj] ","add","change","trust","choose","","","",""
"meqzj04101","junior","N","D","n.十字架v.交叉","英[kros]美[kros] ","trust","enjoy","imagine","cross","","","",""
